run,run_id,job_index,agent_id,cell,model,effort,trial,item,model_verified,model_id,duration_s,input_tokens,output_tokens,cache_read_tokens,cache_create_tokens,tool_uses,started,ended,result_json,prompt_chars,mapping
finder-main,wf_c319bcab-229,54,a3f70960aaebe22ce,sonnet:low,sonnet,low,0,s7_ewma,True,claude-sonnet-5,34.4,2,800,49691,3085,2,2026-07-14T19:07:44.885Z,2026-07-14T19:08:19.286Z,"{""file"": ""crates/aether-capabilities/src/lifecycle/runtime/settlement.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""LifecycleCapabilityState::on_advance (decreasing-sample EWMA branch)"", ""line"": 100, ""category"": ""invariant-violation"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""sample_nanos + (prev_nanos - sample_nanos) * alpha / 1000"", ""suggested_form"": ""prev_nanos - (prev_nanos - sample_nanos) * alpha / 1000"", ""rationale"": ""This isn't a pure rename — the decreasing-latency branch's arithmetic changed under cover of the variable-rename refactor. With x = prev_nanos - sample_nanos, the original computed prev_nanos - x*alpha/1000 (move alpha/1000 of the gap toward the new sample, the correct EWMA update next = prev + alpha*(sample-prev)). The new form computes sample_nanos + x*alpha/1000, which equals prev_nanos - x*(1 - alpha/1000) — i.e. it weights the update by (1 - alpha) instead of alpha. Concretely, with prev=100ns, sample=50ns, alpha=200/1000 (0.2): the original gives 90 (correct 20% move toward the sample); the new code gives 60 (an 80% move — the wrong weighting, inverse of the configured SETTLE_EWMA_ALPHA_PERMILLE). This corrupts settlement_latency_ewma for any tick where sample_nanos < prev_nanos, making the resulting ewma_millis logged/used for slow-settlement judgment inconsistent with the increasing-sample branch, which still correctly applies alpha.""}], ""lintCandidates"": []}",6227,order-inferred(effort)
finder-main,wf_c319bcab-229,55,ab76b7997a1df0111,sonnet:low,sonnet,low,0,s8_pan_law,True,claude-sonnet-5,9.2,2,692,12820,37106,1,2026-07-14T19:07:45.654Z,2026-07-14T19:07:54.903Z,"{""file"": ""crates/aether-capabilities/src/audio/runtime/voice.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",6397,order-inferred(effort)
finder-main,wf_c319bcab-229,56,ab7f6e2229ba96241,sonnet:low,sonnet,low,0,r2_fuel_order,True,claude-sonnet-5,16.3,4,1244,61534,38017,2,2026-07-14T19:07:45.840Z,2026-07-14T19:08:02.100Z,"{""file"": ""crates/aether-behavior/src/host/slot.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""ScriptSlot::offer_state"", ""line"": 204, ""category"": ""SWALLOWED ERROR"", ""severity"": ""low"", ""confidence"": ""medium"", ""recommendation"": ""fix"", ""current_form"": ""let _ = self.store.set_fuel(self.fuel_per_call);\nlet _ = load.call(&mut self.store, (ptr, len));"", ""suggested_form"": ""if self.store.set_fuel(self.fuel_per_call).is_err() { tracing::warn!(...); return; }\nif let Err(e) = load.call(&mut self.store, (ptr, len)) { tracing::warn!(target: \""aether_behavior\"", error = %e, \""state_load export trapped; migration state blob discarded\""); }"", ""rationale"": ""The sibling save_state (lines 177-190) treats the identical two failure modes (set_fuel failing, the call trapping) as fail-open but still emits a tracing::warn so the drop is observable. offer_state drops both the set_fuel Err and the call's trap Err with bare `let _ =` and no logging at all, so a script whose state_load traps on restore silently starts fresh with zero diagnostic trace — the doc comment claims fail-open parity with state_load_serde but the observability the neighboring function provides is missing here, making a real migration failure indistinguishable from a stateless script in the logs.""}], ""lintCandidates"": []}",4020,order-inferred(effort)
finder-main,wf_c319bcab-229,57,a222463c8aaa6e39f,sonnet:low,sonnet,low,0,r1_config_cap,True,claude-sonnet-5,14.6,4,789,62113,38423,2,2026-07-14T19:07:46.050Z,2026-07-14T19:08:00.690Z,"{""file"": ""crates/aether-mcp/src/tools/components.rs"", ""lens"": ""correctness"", ""findings"": [], ""lintCandidates"": []}",5532,order-inferred(effort)
finder-main,wf_c319bcab-229,58,ad0bbb6acf2143d90,sonnet:low,sonnet,low,0,t1_mirror,True,claude-sonnet-5,9.9,2,551,12820,36451,1,2026-07-14T19:07:50.973Z,2026-07-14T19:08:00.835Z,"{""file"": ""crates/aether-kinds/src/transforms.rs"", ""lens"": ""Test integrity"", ""findings"": [{""symbol"": ""mat4_apply_kind_name_is_stable"", ""line"": 58, ""category"": ""mirror"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""remove"", ""current_form"": ""assert_eq!(Mat4Apply::NAME, \""aether.math.mat4_apply\"")"", ""suggested_form"": ""delete the test; if wire-name stability matters, cover it with a workspace-wide descriptor/name registry tripwire, not a per-kind mirror"", ""rationale"": ""Mat4Apply::NAME is emitted verbatim from the #[kind(name = \""aether.math.mat4_apply\"")] attribute by the Kind derive; the assertion restates that literal back at itself and can only fail if the derive macro is broken (tested elsewhere) or someone edits the attribute, in which case the test is edited to match, not the code — the doc-comment's stated purpose (catch a rename before it becomes a routing miss) is not actually served since nothing independent is being checked against.""}], ""lintCandidates"": []}",4924,order-inferred(effort)
finder-main,wf_c319bcab-229,59,a586fc382cf7c2a9c,sonnet:low,sonnet,low,0,t2_roundtrip,True,claude-sonnet-5,20.0,6,1319,114121,40268,3,2026-07-14T19:07:57.341Z,2026-07-14T19:08:17.314Z,"{""file"": ""crates/aether-kinds/src/text_metrics.rs"", ""lens"": ""Test integrity"", ""findings"": [{""symbol"": ""font_metrics_survives_a_wire_roundtrip"", ""line"": 126, ""category"": ""derive-only-roundtrip"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""remove"", ""current_form"": ""fn font_metrics_survives_a_wire_roundtrip() { let bytes = aether_data::wire::to_vec(&metrics)...; let decoded: FontMetrics = aether_data::wire::from_bytes(&bytes)...; assert_eq!(decoded.<field>, metrics.<field>) for every field }"", ""suggested_form"": ""Remove the test (or, if the concern is genuinely the codec, add it once as a wire-crate test rather than per-kind-struct), and rely on aether-codec's own encode/decode tests to cover the wire machinery."", ""rationale"": ""FontMetrics and GlyphAdvance derive only aether_data::Schema/Serialize/Deserialize (crates/aether-kinds/src/lib.rs:1079, 1061) — no hand-written encode/decode logic lives in this crate. decode(encode(x)) == x over a plain #[derive] is symmetric by construction: it can only fail if the Schema derive or the wire codec itself is broken, and both are owned and tested by aether-data/aether-codec, not aether-kinds. The docstring frames this as guarding \""the metrics grab's wire shape,\"" but there is no owned logic in text_metrics.rs (or in the FontMetrics/GlyphAdvance definitions) that this test exercises — it is a derive-only roundtrip over borrowed machinery, the exact junk shape the testing policy names.""}], ""lintCandidates"": []}",5241,order-inferred(effort)
finder-main,wf_c319bcab-229,60,a6fad224883bc6302,sonnet:low,sonnet,low,0,c1_clean,True,claude-sonnet-5,15.9,2,401,50133,3330,2,2026-07-14T19:07:59.174Z,2026-07-14T19:08:15.100Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/http/client/runtime.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",7385,order-inferred(effort)
finder-main,wf_c319bcab-229,61,aff556873f2b8af0d,sonnet:low,sonnet,low,0,c2_clean,True,claude-sonnet-5,7.8,2,301,12820,36778,1,2026-07-14T19:08:03.590Z,2026-07-14T19:08:11.416Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/component/runtime/mod.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",6332,order-inferred(effort)
finder-main,wf_c319bcab-229,62,a2c01c13b0e627a52,sonnet:low,sonnet,low,0,c4_tripwire,True,claude-sonnet-5,7.0,0,0,0,0,1,2026-07-14T19:08:03.841Z,2026-07-14T19:08:10.877Z,"{""file"": ""crates/aether-data/src/hash.rs"", ""lens"": ""Test integrity"", ""findings"": [], ""lintCandidates"": []}",4748,order-inferred(effort)
finder-main,wf_c319bcab-229,63,ae782ffbd2ae405a0,sonnet:medium,sonnet,medium,0,s1_swallowed_error,True,claude-sonnet-5,15.2,4,1178,50226,56912,2,2026-07-14T19:08:03.902Z,2026-07-14T19:08:19.118Z,"{""file"": ""crates/aether-capabilities/src/audio/runtime/handlers.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""AudioCapabilityState::handle_schedule"", ""line"": 137, ""category"": ""swallowed-error"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""let _ = sender.push(ev);\n        ScheduleResult::Ok { accepted }"", ""suggested_form"": ""if sender.push(ev).is_err() {\n            return ScheduleResult::Err { error: \""audio event queue full — schedule dropped\"".to_owned() };\n        }\n        ScheduleResult::Ok { accepted }"", ""rationale"": ""The diff removed the prior `if sender.push(ev).is_err() { return ScheduleResult::Err {...} }` branch and replaced it with `let _ = sender.push(ev)`, so a full realtime event queue (a concrete, reachable path — the same ring buffer that `handle_note_on`/`handle_note_off`/`handle_stop_track` in this same file treat as fallible and log on) now silently discards the entire validated event batch while the handler still returns `ScheduleResult::Ok { accepted }`. The caller is told all `accepted` events were queued for the mixer when none were; every other push site in this file either propagates an `Err` result (`set_master_gain`/`set_reverb_send`/`set_sender_gain` are fire-and-forget by contract, but schedule's own prior code and its `ScheduleResult` type establish success/failure as observable) or at minimum logs a warning — this is the only site that does neither, losing the failure entirely.""}], ""lintCandidates"": []}",7508,order-inferred(effort)
finder-main,wf_c319bcab-229,64,a511ca0ac130e806f,sonnet:low,sonnet,low,0,c3_clean,True,claude-sonnet-5,5.3,2,171,12820,36857,1,2026-07-14T19:08:03.942Z,2026-07-14T19:08:09.288Z,"{""file"": ""crates/aether-codec/src/encode.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",6224,order-inferred(effort)
finder-main,wf_c319bcab-229,65,a21c8e8bfd62b3be7,sonnet:medium,sonnet,medium,0,s2_unwrap,True,claude-sonnet-5,12.9,2,680,49283,1393,2,2026-07-14T19:08:06.568Z,2026-07-14T19:08:19.514Z,"{""file"": ""crates/aether-codec/src/frame.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""read_frame"", ""line"": 168, ""category"": ""SWALLOWED ERROR"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""r.read_exact(&mut prefix_buf).unwrap();"", ""suggested_form"": ""r.read_exact(&mut prefix_buf)?;"", ""rationale"": ""read_frame's own contract (per its doc comment) is to synchronously read a frame from `r` and return a Result<T, FrameError>, propagating IO failure — every other fallible step in the same function (the body read on line 175, wire::from_bytes on line 176) correctly uses `?`. Replacing the length-prefix read's `?` with `.unwrap()` turns any IO error on the first 4 bytes (a closed/reset socket, EOF at the top of a frame, a genuine transport error mid-stream) into an unrecoverable panic instead of a returned FrameError. Concrete failure: a peer that closes the connection cleanly between frames (a completely normal, non-buggy occurrence for any streaming reader) causes read_exact to return an UnexpectedEof io::Error; the caller of read_frame gets a process panic instead of Err(FrameError::Io(_)), which is strictly worse than the pre-diff behavior and inconsistent with the rest of the function and the crate's own FrameError-returning contract.""}], ""lintCandidates"": []}",5239,order-inferred(effort)
finder-main,wf_c319bcab-229,66,a3e9055c1ee6bb602,sonnet:medium,sonnet,medium,0,s3_off_by_one,True,claude-sonnet-5,28.9,2,1989,49317,7558,2,2026-07-14T19:08:11.205Z,2026-07-14T19:08:40.143Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/text/runtime/atlas.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""Atlas::pack"", ""line"": 211, ""category"": ""invariant-violation"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""self.shelf_height = self.shelf_height.max(height);"", ""suggested_form"": ""self.shelf_height = self.shelf_height.max(padded_height);"", ""rationale"": ""GLYPH_PADDING's doc comment (line 26-28) states its purpose is to guarantee a transparent-pixel gutter between packed glyphs so bilinear sampling never bleeds a neighbor's coverage in, and `pack` computes `padded_height = height + GLYPH_PADDING` for exactly this reason (line 197). But `shelf_height` — the value later added to `shelf_y` when a new shelf opens (line 202, `self.shelf_y = self.shelf_y.checked_add(self.shelf_height)?`) — is now tracked from the unpadded `height` instead of `padded_height`. Concretely: pack a glyph with height=10 on shelf 0 (shelf_height becomes 10, not the padded 11); when the next glyph doesn't fit horizontally and a new shelf opens, shelf_y advances by only 10, so the new shelf's top row sits immediately adjacent to the first glyph's bottom row with zero gutter between them — the exact vertical-bleed case GLYPH_PADDING exists to prevent (horizontal spacing via padded_width on shelf_x is unaffected and still correct). The existing `probe_row_gap` test computes this exact gap and would show it drop to 0 (it only eprintln!s the value rather than asserting it, so the regression doesn't fail CI).""}], ""lintCandidates"": []}",5423,order-inferred(effort)
finder-main,wf_c319bcab-229,67,a43f5adc5d8d6f667,sonnet:medium,sonnet,medium,0,s6_leak,True,claude-sonnet-5,37.9,6,3240,116445,43342,3,2026-07-14T19:08:12.507Z,2026-07-14T19:08:50.377Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/render/runtime/texture.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""StagedTexture::apply_subrect"", ""line"": 41, ""category"": ""invariant-violation"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""self.dirty = true; is set immediately after the `rect_bytes` length check succeeds, but BEFORE the bounds check (`rect_in_bounds`) and the `pixels.len() != rect_bytes` check — so a call that fails either of those later checks still leaves `self.dirty == true` before returning `false`."", ""suggested_form"": ""Move `self.dirty = true;` back to after the `if !rect_in_bounds || pixels.len() != rect_bytes { return false; }` guard (i.e. restore it to just before the copy loop, or right before the final `true`), so it only fires on the success path."", ""rationale"": ""The function's own doc contract states it 'Returns `false` without touching the staged pixels' on an out-of-bounds rect or a pixel-length mismatch — e.g. `apply_subrect(1, 0, 2, 1, &[..8 bytes..])` on a 2x2 texture (out-of-bounds rect) or `apply_subrect(0, 0, 1, 1, &[1,2,3])` (length mismatch, exercised by the file's own tests at lines 165/167/187). Both paths now set `dirty = true` despite the pixel buffer being provably untouched. `ensure_realized` treats `dirty` as 'the staging buffer changed since last record' and will re-upload the full unchanged texture to the GPU on the next frame purely because a caller sent a malformed/out-of-range update — a state change the type's own documented invariant (no touch on failure) forbids.""}], ""lintCandidates"": []}",6197,order-inferred(effort)
finder-main,wf_c319bcab-229,68,a205ccd88eb80260b,sonnet:medium,sonnet,medium,0,s5_bounds_order,True,claude-sonnet-5,52.5,6,4103,116231,43206,4,2026-07-14T19:08:13.280Z,2026-07-14T19:09:05.760Z,"{""file"": ""crates/aether-codec/src/decode.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""decode_wire_value / SchemaType::Vec arm"", ""line"": 334, ""category"": ""MISSING BOUNDS CAP"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""let mut arr = Vec::with_capacity(len.min(cur.bytes.len()));"", ""suggested_form"": ""let mut arr = Vec::with_capacity(len.min(cur.remaining()));"", ""rationale"": ""The comment directly above this line (added in this diff) states the intent explicitly: \""Clamp the pre-allocation against the bytes that remain: a wire-encoded element occupies ≥ 1 byte, so a `len` past `remaining` can't be valid non-degenerate input.\"" The code no longer does that — it clamps against `cur.bytes.len()` (the whole input buffer's total length, fixed at Cursor construction) instead of `cur.remaining()` (bytes.len() - pos, which shrinks as decoding progresses). Concrete failure: given a large total buffer (e.g. 10 MB) where a nested/inner Vec is decoded near the end of the stream with only a handful of bytes actually left (cur.remaining() == 5) but its wire-encoded `len` prefix claims a huge count, `Vec::with_capacity` now allocates for up to `min(len, 10_000_000)` elements before the loop even attempts to consume the 5 remaining bytes — a real upfront allocation of `capacity * size_of::<Value>()`, versus the few bytes the stated contract intends to bound it to. The loop will fail on the first `decode_wire_value` call (Truncated or budget-exceeded), but the oversized allocation already happened, and nested Vec-of-Vec structures can compound this once per nesting level. `cur.remaining()` is the field the same struct already exposes and the comment names; swapping back to it restores the stated invariant without weakening the zero-byte-element handling the comment also covers (still capped by the per-decode value budget).""}], ""lintCandidates"": []}",5093,order-inferred(effort)
finder-main,wf_c319bcab-229,69,a3c559881da9a50fc,sonnet:medium,sonnet,medium,0,s4_silent_noop,True,claude-sonnet-5,20.1,4,896,62193,46961,2,2026-07-14T19:08:13.930Z,2026-07-14T19:08:34.069Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/trace/walk.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",5589,order-inferred(effort)
finder-main,wf_c319bcab-229,70,a4c9bf42dbd368b47,sonnet:medium,sonnet,medium,0,s7_ewma,True,claude-sonnet-5,57.7,4,5461,62511,43415,2,2026-07-14T19:08:15.372Z,2026-07-14T19:09:13.053Z,"{""file"": ""crates/aether-capabilities/src/lifecycle/runtime/settlement.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""LifecycleCapabilityState::record_settlement_latency (decreasing-latency branch)"", ""line"": 101, ""category"": ""invariant-violation"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""sample_nanos + (prev_nanos - sample_nanos) * alpha / 1000"", ""suggested_form"": ""prev_nanos - (prev_nanos - sample_nanos) * alpha / 1000"", ""rationale"": ""The comment directly above (line 93) states the invariant this fold must satisfy: `next = prev ± α·|sample − prev|`. The rename-looking diff silently changed the arithmetic in the decreasing-sample branch from `prev - (prev - sample) * alpha / 1000` to `sample + (prev - sample) * alpha / 1000` — these are only equal when delta is 0. With prev=100ns, sample=50ns, alpha=200/1000 (20%): delta = (100-50)*200/1000 = 10. The old (correct-per-comment) formula gives 100-10=90ns, an EWMA that decays 20% of the way from prev toward sample. The new formula gives 50+10=60ns — it inverts the weighting, applying (1-alpha)=80% weight to the new sample and only alpha=20% weight to the old EWMA, which is backwards from the stated exponential-smoothing contract and reacts far faster to a single low sample than the increasing branch (which correctly keeps 80% weight on prev). This EWMA drives the slow-settlement warn's logged `ewma_millis` and is meant to represent a smoothed trend (iamacoffeepot/aether#1052); on any latency decrease it now snaps most of the way to the new sample instead of smoothing, undermining the trend signal the warn's rationale depends on.""}], ""lintCandidates"": []}",6227,order-inferred(effort)
finder-main,wf_c319bcab-229,71,a8625dd80999d2bb5,sonnet:medium,sonnet,medium,0,s8_pan_law,True,claude-sonnet-5,33.3,0,0,0,0,2,2026-07-14T19:08:16.638Z,2026-07-14T19:08:49.973Z,"{""file"": ""crates/aether-capabilities/src/audio/runtime/voice.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""pan_law"", ""line"": 591, ""category"": ""invariant-violation"", ""severity"": ""low"", ""confidence"": ""medium"", ""recommendation"": ""fix"", ""current_form"": ""let pan_norm = (f32::from(pan) / 128.0).clamp(-1.0, 1.0);"", ""suggested_form"": ""keep -128 mapping to exactly -1.0 (divide the negative branch by 128.0) but map the positive branch by 127.0, e.g. `if pan >= 0 { f32::from(pan) / 127.0 } else { f32::from(pan) / 128.0 }`, or accept the asymmetry and update the doc to say pan=127 lands at ≈0.992 not full hard-right"", ""rationale"": ""The function's own doc contract states pan=127 is 'hard right'. Dividing by 128.0 uniformly makes pan=-128 map to exactly -1.0 (true hard left) but pan=127 map to 127/128=0.9921875 (not clamped, since it's within range), so full-right theta never reaches PI/2 and gain_r never reaches 1.0/gain_l never reaches 0.0 — the two pan extremes are no longer symmetric and the maximum-right input can't produce a fully hard-right image, contradicting the stated 'hard right' behavior for i8::MAX velocity/pan values like 127.""}], ""lintCandidates"": [{""symbol"": ""v -> vel_norm rename (OscVoice::new, PartialBankVoice::new)"", ""note"": ""pure rename for clarity, no behavior change""}, {""symbol"": ""total -> amp_total rename (PartialBankVoice::new)"", ""note"": ""pure rename for clarity, no behavior change""}]}",6397,order-inferred(effort)
finder-main,wf_c319bcab-229,72,af95e34426f6c9784,sonnet:medium,sonnet,medium,0,t1_mirror,True,claude-sonnet-5,17.1,2,912,49271,1951,2,2026-07-14T19:08:20.620Z,2026-07-14T19:08:37.712Z,"{""file"": ""crates/aether-kinds/src/transforms.rs"", ""lens"": ""Test integrity"", ""findings"": [{""symbol"": ""mat4_apply_kind_name_is_stable"", ""line"": 68, ""category"": ""mirror"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""remove"", ""current_form"": ""#[test] fn mat4_apply_kind_name_is_stable() { assert_eq!(Mat4Apply::NAME, \""aether.math.mat4_apply\""); }"", ""suggested_form"": ""delete the test"", ""rationale"": ""Mat4Apply::NAME is emitted directly from the #[kind(name = \""aether.math.mat4_apply\"")] attribute on the Mat4Apply struct (in kinds.rs, not shown in this diff) — the assertion pins the derived constant against the exact string literal that produced it. There is no independent logic path: if the attribute is edited, NAME changes to match and the test still passes; the only way to fail it is to edit the assert's literal without touching the source attribute, which is not a real regression this crate could introduce. The doc comment frames it as protecting against 'an accidental rename... causing a routing miss at the first live send', but a rename of the #[kind(name=...)] literal changes both the emitted NAME and this assertion's expected string in the same commit-diff review, and does not silently desync the wire name from what describe_transforms/the hub actually use (those all read Mat4Apply::NAME itself, not a second independent copy). This is the exact derived-constant mirror shape the testing policy names (assert_eq!(K::NAME, \""literal\"")), not a tripwire — the pinned value (the name string) is not computed by logic that could drift independently of the assertion; it's disaster-proofed only against a class of self-canceling edit.""}], ""lintCandidates"": []}",4924,order-inferred(effort)
finder-main,wf_c319bcab-229,73,a6c67e46bc0c69d4d,sonnet:medium,sonnet,medium,0,r1_config_cap,True,claude-sonnet-5,30.8,6,2312,118939,45163,3,2026-07-14T19:08:20.769Z,2026-07-14T19:08:51.574Z,"{""file"": ""crates/aether-mcp/src/tools/components.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""component_config_bytes"", ""line"": 86, ""category"": ""MISSING BOUNDS CAP"", ""severity"": ""medium"", ""confidence"": ""medium"", ""recommendation"": ""fix"", ""current_form"": ""let bytes = fs::read(path).await.map_err(...)?; serde_json::from_slice(&bytes)..."", ""suggested_form"": ""after the read, check bytes.len() against max_frame_size() (or a dedicated max_file_bytes cap) and return an McpError::invalid_params bailing out before serde_json::from_slice, mirroring resolve_bytes_params's $file handling in bytes.rs (`if bytes.len() > max_file_bytes { bail!(...) }`) immediately after its own fs::read"", ""rationale"": ""The sibling $file-embed path in bytes.rs (same crate, same fs::read pattern) caps the read at max_file_bytes and errors before using the bytes further; this new config_path path reads an arbitrary-sized host file fully into memory with no such cap before JSON-parsing and re-encoding it. A config_path pointing at a large file (e.g. an accidentally-huge or malformed JSON file well past the RPC frame cap) is read and parsed in full with no early bail, unlike the established convention a few lines away in the same crate for exactly this kind of user-supplied file-path read.""}], ""lintCandidates"": []}",5532,order-inferred(effort)
finder-main,wf_c319bcab-229,74,a7d0ea43d3bb91908,sonnet:medium,sonnet,medium,0,t2_roundtrip,True,claude-sonnet-5,19.7,6,1412,115403,42474,3,2026-07-14T19:08:20.802Z,2026-07-14T19:08:40.526Z,"{""file"": ""crates/aether-kinds/src/text_metrics.rs"", ""lens"": ""Test integrity"", ""findings"": [{""symbol"": ""font_metrics_survives_a_wire_roundtrip (cached_font_metrics_tests)"", ""line"": 134, ""category"": ""derive-only-roundtrip"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""remove"", ""current_form"": ""let bytes = aether_data::wire::to_vec(&metrics)...; let decoded: FontMetrics = aether_data::wire::from_bytes(&bytes)...; assert_eq! per field against the original `metrics`"", ""suggested_form"": ""delete the test (or, if wire-shape drift for this specific kind is a genuine worry, move a targeted golden-bytes tripwire — pinned encoded bytes for one fixed FontMetrics value — into aether-data/aether-codec's own test suite, which owns the wire format)"", ""rationale"": ""FontMetrics is a plain field struct decorated by this crate's kind/schema derive machinery; encode/decode themselves are owned and already tested by aether-data/aether-codec, not aether-kinds. The test is symmetric (encode(x) then decode back and compare to x) so it can only fail if the derive macro or the wire codec is broken — neither of which is logic this file/crate owns. The docstring's stated goal ('a change that breaks the metrics grab's wire shape is caught') is exactly the not-owned/derive-roundtrip junk shape the testing policy names: it restates that #[derive(Kind, Schema)] + the wire codec round-trip, which is guaranteed by construction and tested where that logic actually lives.""}], ""lintCandidates"": []}",5241,order-inferred(effort)
finder-main,wf_c319bcab-229,75,af13c061cddc7fb6a,sonnet:medium,sonnet,medium,0,r2_fuel_order,True,claude-sonnet-5,22.9,4,1744,61534,38862,2,2026-07-14T19:08:20.917Z,2026-07-14T19:08:43.793Z,"{""file"": ""crates/aether-behavior/src/host/slot.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""ScriptSlot::offer_state"", ""line"": 204, ""category"": ""swallowed-error"", ""severity"": ""low"", ""confidence"": ""medium"", ""recommendation"": ""fix"", ""current_form"": ""let _ = self.store.set_fuel(self.fuel_per_call);\nlet _ = load.call(&mut self.store, (ptr, len));"", ""suggested_form"": ""if self.store.set_fuel(self.fuel_per_call).is_err() { tracing::warn!(target: \""aether_behavior\"", \""state_load fuel budget could not be set; skipping migration restore (fail-open)\""); return; }\nif load.call(&mut self.store, (ptr, len)).is_err() { tracing::warn!(target: \""aether_behavior\"", \""state_load export trapped; migration restore dropped (fail-open)\""); }"", ""rationale"": ""Both discarded Results are fail-open by contract (matching save_state's documented behavior), so dropping the value itself is not the defect — but the sibling state_save at line ~177-190 logs a tracing::warn! on the identical two failure modes (fuel-set failure, trap) so an operator can see a dehydrate/rehydrate silently degrade. offer_state discards both with bare `let _ =` and no log, so a state_load fuel-set failure or trap after a replace_component leaves the migrated script silently un-restored with zero observability — nothing in actor_logs would show why persisted state never reappeared, unlike the mirrored save path.""}], ""lintCandidates"": []}",4020,order-inferred(effort)
finder-main,wf_c319bcab-229,76,af99665129a8bdafb,sonnet:medium,sonnet,medium,0,c1_clean,True,claude-sonnet-5,8.5,2,354,50133,10026,2,2026-07-14T19:08:35.442Z,2026-07-14T19:08:43.952Z,"{""file"": ""crates/aether-capabilities/src/http/client/runtime.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",7385,order-inferred(effort)
finder-main,wf_c319bcab-229,77,a3511c681d83bceaa,sonnet:medium,sonnet,medium,0,c2_clean,True,claude-sonnet-5,4.5,2,273,12820,36778,1,2026-07-14T19:08:39.372Z,2026-07-14T19:08:43.921Z,"{""file"": ""crates/aether-capabilities/src/component/runtime/mod.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",6332,order-inferred(effort)
finder-main,wf_c319bcab-229,78,a500a815992cd39b2,sonnet:medium,sonnet,medium,0,c3_clean,True,claude-sonnet-5,9.2,4,661,62497,39969,2,2026-07-14T19:08:41.452Z,2026-07-14T19:08:50.617Z,"{""file"": ""crates/aether-codec/src/encode.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",6224,order-inferred(effort)
finder-main,wf_c319bcab-229,79,a3d6e230ef1d988e5,sonnet:medium,sonnet,medium,0,c4_tripwire,True,claude-sonnet-5,15.5,2,883,49129,3924,2,2026-07-14T19:08:43.043Z,2026-07-14T19:08:58.494Z,"{""file"": ""crates/aether-data/src/hash.rs"", ""lens"": ""Test integrity"", ""findings"": [], ""lintCandidates"": []}",4748,order-inferred(effort)
